,值
37450,422.866943
37451,418.570679
37452,428.966156
37453,427.1432
37454,424.783539
37455,429.145142
37456,430.618927
37457,426.8027
37458,423.885773
37459,431.123352
37460,434.43042
37461,434.2385
37462,431.118
37463,432.0074
37464,435.1977
37465,431.654968
37466,426.3928
37467,433.674683
37468,439.223267
37469,434.46
37470,438.041016
37471,437.3873
37472,438.8259
37473,439.9811
37474,433.1669
37475,430.005554
37476,433.212158
37477,437.825439
37478,435.81662
37479,437.617676
37480,433.8379
37481,427.5815
37482,428.866638
37483,432.033752
37484,431.702026
37485,428.2833
37486,427.1546
37487,433.443024
37488,431.809662
37489,433.2111
37490,428.672821
37491,431.1046
37492,431.5777
37493,427.6008
37494,427.177673
37495,422.261047
37496,424.5058
37497,425.421173
37498,424.500763
37499,425.204834
37500,428.1244
37501,428.990234
37502,428.242523
37503,424.7508
37504,427.2187
37505,425.057037
37506,422.956
37507,427.6282
37508,429.2627
37509,430.0951
37510,428.607483
37511,425.278381
37512,427.182068
37513,430.53244
37514,426.397
37515,425.404816
37516,429.965
37517,427.959259
37518,427.442017
37519,430.335724
37520,429.2205
37521,429.6231
37522,432.893951
37523,428.576935
37524,430.6727
37525,435.829163
37526,429.2797
37527,430.597076
37528,436.5947
37529,434.422333
37530,428.760773
37531,433.973969
37532,433.749084
37533,435.396576
37534,435.217651
37535,437.237122
37536,434.842621
37537,437.48642
37538,431.889954
37539,437.9219
37540,431.65332
37541,441.721436
37542,435.4646
37543,433.7684
37544,432.719116
37545,436.7155
37546,431.390533
37547,430.785553
37548,431.256317
37549,430.280273
37550,427.502045
37551,428.466034
37552,430.364532
37553,429.263428
37554,428.031128
37555,425.4574
37556,424.505524
37557,432.663116
37558,425.804535
37559,429.3528
37560,427.375946
37561,428.276184
37562,425.608276
37563,425.1045
37564,428.429474
37565,428.700684
37566,426.942627
37567,425.17688
37568,424.9225
37569,428.26355
37570,425.643524
37571,427.386017
37572,426.511017
37573,427.130676
37574,428.776917
37575,424.053833
37576,429.745331
37577,427.632263
37578,427.295959
37579,426.760742
37580,427.761
37581,430.160645
37582,432.352356
37583,431.570068
37584,430.268
37585,434.304657
37586,428.345459
37587,432.933472
37588,432.642761
37589,437.2376
37590,427.552551
37591,429.753174
37592,425.959747
37593,435.6374
37594,431.882019
37595,426.626648
37596,428.468384
37597,432.857422
37598,428.561157
37599,427.69577
37600,425.272552
37601,425.786774
37602,428.7625
37603,430.294037
37604,428.875519
37605,429.2965
37606,433.9242
37607,429.354767
37608,425.680542
37609,429.559052
37610,428.098053
37611,431.5528
37612,427.7369
37613,430.796356
37614,431.6124
37615,429.432526
37616,429.651733
37617,423.427643
37618,431.1301
37619,429.6471
37620,435.474152
37621,430.6682
37622,428.269928
37623,434.307526
37624,428.547852
37625,428.753235
37626,430.42984
37627,428.0701
37628,430.3294
37629,434.8418
37630,429.54895
37631,436.563232
37632,435.251282
37633,428.095764
37634,434.665924
37635,429.853943
37636,432.8655
37637,433.1593
37638,430.892334
37639,430.74585
37640,436.521851
37641,433.069855
37642,430.3752
37643,430.7046
37644,429.2687
37645,431.6684
37646,429.23938
37647,429.8966
37648,432.193634
37649,431.215576
37650,430.295166
37651,430.5299
37652,427.5712
37653,426.779358
37654,431.3783
37655,424.515533
37656,425.29303
37657,431.16626
37658,427.5629
37659,430.468445
37660,427.3707
37661,431.8983
37662,422.8078
37663,425.30307
37664,429.509735
37665,425.872955
37666,424.3992
37667,428.60083
37668,425.9441
37669,424.040039
37670,428.863922
37671,428.046265
37672,431.0491
37673,427.000824
37674,427.75293
37675,430.397766
37676,425.1091
37677,425.7202
37678,427.587738
37679,431.977325
37680,429.0732
37681,428.9207
37682,432.883759
37683,428.4159
37684,435.517578
37685,436.140228
37686,429.9611
37687,430.072876
37688,434.927277
37689,434.3719
37690,437.034027
37691,436.914032
37692,434.3377
37693,437.203033
37694,435.510834
37695,436.402161
37696,434.1072
37697,438.01236
37698,433.723267
37699,436.438477
37700,434.665131
37701,433.124023
37702,430.8853
37703,433.074341
37704,432.810974
37705,431.250275
37706,434.701141
37707,430.211578
37708,429.91687
37709,431.8034
37710,431.306976
37711,428.001373
37712,432.029572
37713,426.459381
37714,430.586823
37715,431.103851
37716,428.587524
37717,427.496338
37718,428.503418
37719,424.969727
37720,429.7192
37721,430.585968
37722,424.374756
37723,427.874664
37724,425.064148
37725,427.742859
37726,426.7797
37727,430.674561
37728,430.889526
37729,430.29837
37730,423.1367
37731,423.3573
37732,423.770233
37733,429.293427
37734,423.828278
37735,422.5819
37736,420.326141
37737,420.211517
37738,424.948181
37739,428.371063
37740,426.3372
37741,429.368164
37742,430.55835
37743,433.268616
37744,428.261169
37745,426.666016
37746,426.2674
37747,431.4194
37748,431.214264
37749,431.406464
37750,428.657623
37751,434.9572
37752,437.307678
37753,428.147644
37754,428.636017
37755,430.916016
37756,433.8929
37757,438.791382
37758,434.482544
37759,437.7193
37760,434.343018
37761,431.496582
37762,435.168
37763,434.549683
37764,434.978546
37765,434.254639
37766,432.238922
37767,433.928284
37768,438.000275
37769,429.601135
37770,431.806854
37771,432.901031
37772,430.231567
37773,431.765533
37774,430.150665
37775,434.010254
37776,435.349
37777,432.211853
37778,428.887451
37779,432.863831
37780,429.755554
37781,426.421
37782,426.0077
37783,426.405518
37784,429.412354
37785,424.218872
37786,427.132324
37787,429.104858
37788,428.3408
37789,429.0491
37790,427.489746
37791,428.182678
37792,431.046051
37793,425.899231
37794,428.537781
37795,430.243774
37796,424.4751
37797,428.997955
37798,428.3958
37799,428.482422
37800,425.177124
37801,428.995636
37802,423.526672
37803,425.235443
37804,426.9619
37805,426.453247
37806,426.8206
37807,426.105652
37808,428.495575
37809,429.112946
37810,427.77475
37811,426.701
37812,425.794159
37813,430.832764
37814,429.525452
37815,431.252075
37816,430.967926
37817,430.829651
37818,432.831635
37819,430.848267
37820,435.037567
37821,431.914063
37822,433.804779
37823,430.806915
37824,435.124939
37825,436.138428
37826,434.731354
37827,436.177368
37828,436.471924
37829,437.109222
37830,435.199921
37831,436.614746
37832,432.39563
37833,433.834167
37834,432.8463
37835,436.9398
37836,429.009644
37837,430.951416
37838,435.025848
37839,427.0892
37840,429.976868
37841,425.702881
37842,430.273438
37843,428.985352
37844,433.030579
37845,426.5221
37846,429.682373
37847,427.264435
37848,425.971771
37849,424.431732
37850,421.403168
37851,422.267029
37852,425.465485
37853,425.808167
37854,427.436127
37855,428.938721
37856,425.220673
37857,420.2817
37858,422.909424
37859,423.172058
37860,423.3358
37861,426.3776
37862,422.257324
37863,424.276428
37864,421.762024
37865,425.291748
37866,424.918274
37867,425.546661
37868,427.252747
37869,424.004974
37870,429.609131
37871,425.58075
37872,426.475342
37873,431.372375
37874,432.6755
37875,436.0335
37876,434.6694
37877,430.569641
37878,429.400024
37879,432.4572
37880,438.0569
37881,438.389221
37882,434.6317
37883,437.7684
37884,443.0558
37885,438.1191
37886,440.5998
37887,437.034332
37888,442.691742
37889,436.081482
37890,441.093475
37891,442.2317
37892,436.2467
37893,434.901123
37894,436.1721
37895,430.81
37896,435.059479
37897,434.4823
37898,431.998169
37899,431.223358
37900,429.060333
37901,430.376648
37902,429.487335
37903,428.330261
37904,428.8768
37905,433.567017
37906,430.284058
37907,428.1722
37908,427.774963
37909,424.894836
37910,426.49884
37911,431.135284
37912,426.6814
37913,425.606354
37914,427.789734
37915,425.5323
37916,425.638916
37917,423.668457
37918,423.50943
37919,428.089355
37920,431.000183
37921,422.413818
37922,424.395874
37923,430.08847
37924,425.09848
37925,429.281158
37926,424.314545
37927,429.463135
37928,429.532928
37929,426.052917
37930,434.223877
37931,430.649353
37932,427.996368
37933,432.30896
37934,432.5983
37935,434.991241
37936,431.639832
37937,428.160583
37938,427.84198
37939,426.985046
37940,434.718781
37941,431.436249
37942,435.434
37943,432.075043
37944,431.2663
37945,428.402222
37946,430.9596
37947,429.353729
37948,430.426239
37949,432.94162
37950,428.948669
37951,427.791626
37952,431.030975
37953,432.133331
37954,422.803833
37955,427.2086
37956,424.3495
37957,425.8575
37958,428.575867
37959,427.3979
37960,426.232025
37961,426.003357
37962,426.265625
37963,425.979767
37964,424.962616
37965,423.34024
37966,422.455383
37967,422.759216
37968,421.8801
37969,427.641357
37970,428.2006
37971,422.3659
37972,423.576721
37973,425.8475
37974,428.859924
37975,426.710419
37976,425.4913
37977,428.6123
37978,426.7508
37979,428.926239
37980,432.6763
37981,430.785583
37982,432.19
37983,439.669373
37984,432.805237
37985,431.066162
37986,429.1945
37987,434.284454
37988,433.6867
37989,437.959656
37990,441.650421
37991,436.652649
37992,434.597
37993,437.646362
37994,437.337067
37995,434.636261
37996,443.40686
37997,440.124176
37998,434.614319
37999,435.7279
38000,439.338379
38001,435.671753
38002,435.838654
38003,432.719269
38004,436.665344
38005,434.893921
38006,433.469
38007,439.012543
38008,431.232361
38009,432.3147
38010,436.077759
38011,430.537872
38012,432.3385
38013,431.236664
38014,432.837555
38015,431.057
38016,427.693237
38017,429.640564
38018,429.8269
38019,427.33136
38020,426.5747
38021,425.6526
38022,427.2366
38023,422.444061
38024,422.287659
38025,425.9612
38026,422.225983
38027,424.097778
38028,421.2082
38029,420.69635
38030,425.136963
38031,422.052582
38032,427.502869
38033,420.0885
38034,420.4623
38035,424.569244
38036,421.24408
38037,423.548523
38038,425.110657
38039,424.726379
38040,423.965363
38041,424.002441
38042,422.881561
38043,431.673065
38044,425.708435
38045,426.7715
38046,430.028351
38047,433.502747
38048,425.975677
38049,428.236664
38050,427.255035
38051,428.4723
38052,430.1255
38053,433.535034
38054,434.919
38055,433.6683
38056,431.932922
38057,431.661621
38058,433.362732
38059,432.756836
38060,436.933533
38061,435.621246
38062,434.661469
38063,433.5016
38064,431.376038
38065,434.825867
38066,437.114532
38067,433.785828
38068,432.6182
38069,435.078857
38070,433.125366
38071,434.718964
38072,434.902649
38073,436.001068
38074,434.566528
38075,431.068
38076,435.954
38077,435.5872
38078,433.6264
38079,433.502838
38080,434.1084
38081,435.358856
38082,437.5254
38083,432.038666
38084,431.85968
38085,431.2962
38086,431.6661
38087,434.219971
38088,434.479858
38089,429.557861
38090,432.014252
38091,430.063171
38092,432.144836
38093,435.641
38094,432.6021
38095,432.696045
38096,428.945923
38097,429.022827
38098,434.779358
38099,435.1323
38100,426.2113
38101,426.2184
38102,433.038422
38103,432.6504
38104,424.40863
38105,426.486176
38106,430.340118
38107,424.1028
38108,425.7088
38109,421.345428
38110,422.946838
38111,427.1045
38112,420.797974
38113,424.026031
38114,424.156525
38115,421.385284
38116,422.518158
38117,421.7466
38118,421.5573
38119,423.9585
38120,419.772369
38121,427.100525
38122,425.120178
38123,424.4267
38124,425.471039
38125,426.6461
38126,423.212952
38127,426.6215
38128,425.0071
38129,423.6099
38130,426.744415
38131,427.45874
38132,433.013641
38133,429.660522
38134,431.3453
38135,430.4913
38136,429.969116
38137,428.804871
38138,431.539978
38139,434.523926
38140,436.680847
38141,436.269
38142,434.3512
38143,436.207336
38144,435.234222
38145,435.8997
38146,437.8031
38147,439.386871
38148,437.772522
38149,434.343353
38150,435.84668
38151,433.69
38152,438.560242
38153,437.193939
38154,436.4828
38155,434.984
38156,438.603851
38157,430.45874
38158,428.982941
38159,431.47052
38160,433.784058
38161,431.352966
38162,435.680969
38163,433.802856
38164,426.3928
38165,432.082031
38166,427.646637
38167,430.2305
38168,425.5782
38169,427.16333
38170,430.481934
38171,428.572235
38172,426.7877
38173,422.195618
38174,424.7187
38175,424.92807
38176,426.299438
38177,420.9092
38178,417.248138
38179,419.658752
38180,424.288361
38181,425.0547
38182,422.6607
38183,423.177246
38184,421.908783
38185,424.942841
38186,422.981537
38187,422.21582
38188,428.331421
38189,428.859253
38190,429.54425
38191,427.899261
38192,432.459839
38193,424.4086
38194,425.766022
38195,432.990021
38196,436.046326
38197,430.596924
38198,429.040924
38199,434.50473
38200,437.3298
38201,429.979553
38202,434.481964
38203,432.097168
38204,436.4238
38205,434.709625
38206,434.603363
38207,436.585846
38208,435.409424
38209,434.4748
38210,442.085449
38211,443.706329
38212,435.15033
38213,436.730743
38214,440.501434
38215,441.46814
38216,439.8282
38217,434.9624
38218,439.7796
38219,436.331848
38220,433.9995
38221,439.426575
38222,441.1045
38223,439.0683
38224,433.236145
38225,432.046631
38226,435.3779
38227,423.193268
38228,423.520081
38229,425.244263
38230,431.913361
38231,424.938568
38232,424.1638
38233,422.771545
38234,423.427643
38235,428.493774
38236,422.024048
38237,424.1497
38238,420.452942
38239,419.27066
38240,419.9995
38241,423.65744
38242,416.016632
38243,419.143036
38244,420.091064
38245,419.391083
38246,417.866333
38247,419.8855
38248,421.6572
38249,419.6848
38250,423.638947
38251,422.181244
38252,424.09433
38253,426.317322
38254,427.249725
38255,424.9515
38256,430.070251
38257,431.053284
38258,429.936218
38259,434.839355
38260,432.822
38261,433.415436
38262,435.706238
38263,434.304443
38264,429.712036
38265,442.936523
38266,438.641327
38267,441.765472
38268,441.7077
38269,438.211029
38270,433.873962
38271,439.1727
38272,433.226868
38273,437.3059
38274,441.823364
38275,436.144043
38276,440.513763
38277,435.98587
38278,437.980316
38279,435.16983
38280,433.069946
38281,436.845551
38282,432.530426
38283,434.082367
38284,436.6875
38285,433.5647
38286,429.9909
38287,429.94278
38288,429.06662
38289,426.9211
38290,429.443665
38291,424.8488
38292,428.9809
38293,427.889343
38294,426.368378
38295,424.135559
38296,428.6789
38297,422.014832
38298,419.662964
38299,422.556183
38300,423.501617
38301,421.588318
38302,428.136871
38303,424.7201
38304,420.192932
38305,419.52
38306,419.0313
38307,425.924622
38308,422.2121
38309,423.0389
38310,421.7123
38311,424.975555
38312,427.105
38313,418.452454
38314,423.535217
38315,424.849854
38316,426.597534
38317,424.296356
38318,431.792145
38319,425.752075
38320,426.3397
38321,434.609772
38322,435.636871
38323,438.34726
38324,435.266449
38325,439.677917
38326,435.990173
38327,441.194122
38328,438.1468
38329,440.112946
38330,435.9022
38331,436.290924
38332,441.8642
38333,435.253479
38334,432.889923
38335,435.0945
38336,435.9886
38337,433.3976
38338,432.6643
38339,439.081329
38340,435.3559
38341,431.279449
38342,429.0972
38343,431.1158
38344,431.606934
38345,430.348969
38346,430.3046
38347,428.609467
38348,430.450378
38349,425.8592
38350,430.7723
38351,426.712067
38352,428.345032
38353,425.009125
38354,426.420532
38355,428.574219
38356,423.445557
38357,423.023682
38358,423.311523
38359,426.589447
38360,424.970825
38361,422.173981
38362,425.3403
38363,424.879578
38364,424.434723
38365,423.915222
38366,425.184875
38367,424.1355
38368,425.922
38369,427.069427
38370,423.906677
38371,428.1122
38372,424.096832
38373,427.220978
38374,425.08902
38375,424.7947
38376,430.710236
38377,427.137146
38378,425.083649
38379,425.949036
38380,428.209381
38381,431.655151
38382,425.354675
38383,426.767181
38384,427.8577
38385,427.34552
38386,429.4447
38387,433.942566
38388,430.657
38389,433.240631
38390,431.979553
38391,429.8031
38392,430.084076
38393,430.121552
38394,435.001923
38395,430.388153
38396,433.8797
38397,433.0944
38398,428.4537
38399,431.168762
38400,436.157166
38401,434.5622
38402,428.951935
38403,430.477783
38404,433.052917
38405,433.1137
38406,437.1476
38407,432.309143
38408,436.5047
38409,439.090851
38410,436.594238
38411,435.035461
38412,438.6032
38413,437.5196
38414,436.192535
38415,438.550476
38416,435.397827
38417,435.916351
38418,434.162048
38419,435.9218
38420,432.689575
38421,432.0901
38422,434.054871
38423,434.360046
38424,433.524536
38425,435.242249
38426,428.906
38427,431.314728
38428,429.787537
38429,430.850739
38430,433.671326
38431,429.5023
38432,426.11676
38433,432.916016
38434,428.40332
38435,428.962646
38436,427.360535
38437,428.167145
38438,425.194672
38439,422.306549
38440,424.9729
38441,426.470459
38442,421.767975
38443,421.855835
38444,423.953735
38445,421.3231
38446,419.8689
38447,422.7181
38448,425.619019
38449,420.6144
38450,420.1525
38451,418.6659
38452,422.784851
38453,417.591583
38454,424.276733
38455,425.5614
38456,425.197
38457,422.545044
38458,422.113525
38459,424.8381
38460,422.870941
38461,420.401917
38462,426.757019
38463,424.126129
38464,429.971161
38465,430.573761
38466,431.1798
38467,426.788971
38468,429.543335
38469,433.692
38470,430.108582
38471,432.553955
38472,431.759644
38473,435.674744
38474,442.800385
38475,435.8778
38476,435.565063
38477,437.807739
38478,439.4807
38479,435.337616
38480,439.8124
38481,438.48053
38482,443.047241
38483,439.822571
38484,434.74054
38485,438.174774
38486,438.316528
38487,442.028717
38488,435.739441
38489,438.387878
38490,440.300964
38491,440.4359
38492,438.822571
38493,434.6013
38494,431.5217
38495,432.2905
38496,434.37
38497,431.370636
38498,435.367249
38499,431.971954
38500,436.0976
38501,430.678345
38502,426.5623
38503,430.0897
38504,430.90567
38505,424.3325
38506,430.1473
38507,427.1472
38508,426.22937
38509,422.238037
38510,428.6028
38511,422.8772
38512,422.304443
38513,423.0377
38514,424.5288
38515,420.774445
38516,421.319366
38517,420.7392
38518,417.444336
38519,415.2811
38520,422.35672
38521,419.436768
38522,423.172974
38523,422.3761
38524,420.22287
38525,426.959564
38526,420.445221
38527,424.022461
38528,426.707977
38529,423.9847
38530,420.172028
38531,420.333771
38532,427.2674
38533,425.462738
38534,423.3583
38535,430.723419
38536,423.444336
38537,426.99472
38538,431.0178
38539,429.953918
38540,433.482849
38541,430.117554
38542,428.556915
38543,435.085815
38544,434.336853
38545,434.0999
38546,434.043854
38547,436.809479
38548,437.1442
38549,439.45
38550,437.980164
38551,439.615143
38552,444.693268
38553,442.2326
38554,436.001556
38555,438.756348
38556,443.24823
38557,447.9027
38558,440.6202
38559,443.400574
38560,442.285828
38561,437.595032
38562,440.692871
38563,438.915283
38564,436.8539
38565,439.775024
38566,441.733856
38567,437.1806
38568,436.604919
38569,434.882446
38570,434.750183
38571,434.693054
38572,433.9632
38573,438.347931
38574,435.288239
38575,430.706268
38576,432.1798
38577,433.464539
38578,432.828369
38579,434.059082
38580,430.265625
38581,428.6258
38582,428.116364
38583,434.391663
38584,429.7027
38585,421.8726
38586,422.786652
38587,428.031647
38588,423.8253
38589,424.463684
38590,425.281982
38591,424.879761
38592,423.269958
38593,421.689728
38594,421.769043
38595,421.779541
38596,419.863861
38597,422.118042
38598,423.4454
38599,425.7104
38600,423.043365
38601,423.447052
38602,421.753784
38603,423.54425
38604,423.544739
38605,422.5726
38606,425.08197
38607,427.92804
38608,428.2561
38609,428.5357
38610,428.144379
38611,427.5979
38612,428.3479
38613,426.913818
38614,426.726776
38615,429.31015
38616,429.690918
38617,432.48175
38618,427.471771
38619,428.870972
38620,433.819763
38621,432.605225
38622,427.193024
38623,431.37677
38624,427.487427
38625,429.2625
38626,428.496338
38627,429.41217
38628,432.352173
38629,430.521576
38630,432.531158
38631,432.733
38632,429.853882
38633,426.6016
38634,430.304
38635,432.4903
38636,429.942352
38637,428.223633
38638,432.660522
38639,433.467346
38640,433.467682
38641,431.390472
38642,430.4534
38643,436.7773
38644,430.566132
38645,430.770721
38646,432.594025
38647,436.118164
38648,433.369934
38649,431.0641
38650,436.1038
38651,435.765656
38652,435.602753
38653,431.597443
38654,430.813965
38655,434.691132
38656,429.012634
38657,430.0033
38658,433.030457
38659,435.307159
38660,427.577026
38661,432.95285
38662,433.811646
38663,427.621155
38664,424.91684
38665,429.7299
38666,429.9938
38667,427.947662
38668,428.003784
38669,428.371277
38670,432.1669
38671,427.3941
38672,423.41922
38673,424.488953
38674,423.289276
38675,427.690857
38676,425.3347
38677,424.9733
38678,423.84668
38679,430.202332
38680,428.63266
38681,424.654938
38682,423.326416
38683,423.221466
38684,425.905
38685,427.184021
38686,425.03186
38687,426.131958
38688,430.491547
38689,431.460266
38690,429.500946
38691,435.08197
38692,430.367828
38693,427.6663
38694,428.5587
38695,430.418427
38696,433.674866
38697,436.5918
38698,431.9917
38699,433.597168
38700,430.316132
38701,430.461761
38702,430.727478
38703,434.3417
38704,434.959534
38705,431.6859
38706,433.7
38707,433.825958
38708,431.047272
38709,434.961853
38710,432.5118
38711,436.2886
38712,438.54837
38713,433.572449
38714,432.765564
38715,436.0595
38716,436.6553
38717,434.305969
38718,431.628937
38719,435.447266
38720,436.7731
38721,431.736877
38722,431.5695
38723,433.350159
38724,431.124634
38725,431.23053
38726,433.520142
38727,428.015564
38728,428.748932
38729,429.878174
38730,433.470642
38731,429.17868
38732,425.4296
38733,425.5392
38734,425.970673
38735,430.328247
38736,426.674652
38737,422.9182
38738,426.1991
38739,430.113556
38740,429.087952
38741,428.2393
38742,424.4276
38743,427.038025
38744,424.823944
38745,427.801147
38746,423.865082
38747,427.274719
38748,427.838348
38749,425.330322
38750,429.17334
38751,424.04953
38752,426.8051
38753,430.938782
38754,423.4724
38755,425.8051
38756,430.30542
38757,429.350128
38758,428.553345
38759,426.5117
38760,428.001923
38761,436.44278
38762,428.706268
38763,428.439117
38764,427.3615
38765,428.967834
38766,433.733826
38767,431.9427
38768,427.579071
38769,432.469116
38770,429.593628
38771,429.369568
38772,434.065033
38773,430.840179
38774,430.202179
38775,433.132446
38776,434.502075
38777,431.153137
38778,430.4388
38779,432.190216
38780,433.08667
38781,431.668121
38782,434.833771
38783,432.64386
38784,433.098419
38785,434.845032
38786,433.1132
38787,435.407959
38788,434.043182
38789,429.756683
38790,434.75177
38791,436.445648
38792,430.611023
38793,435.0638
38794,435.280457
38795,429.633575
38796,431.472015
38797,434.691956
38798,434.861176
38799,428.411377
38800,428.2868
38801,435.1218
38802,435.707458
38803,425.7745
38804,427.9624
38805,430.8477
38806,426.488
38807,431.613
38808,429.994324
38809,426.4256
38810,422.475281
38811,422.5809
38812,427.1738
38813,423.269836
38814,423.224152
38815,419.838837
38816,424.503357
38817,421.7723
38818,424.4113
38819,425.775757
38820,422.389282
38821,421.852142
38822,423.6707
38823,420.834229
38824,419.00296
38825,421.320984
38826,429.744354
38827,421.997223
38828,425.786255
38829,428.822418
38830,427.157227
38831,424.243744
38832,430.05368
38833,428.765442
38834,428.905853
38835,429.3876
38836,435.322144
38837,430.6376
38838,432.893951
38839,435.718323
38840,429.363129
38841,438.582581
38842,436.754456
38843,438.4596
38844,436.38855
38845,441.14212
38846,438.7891
38847,437.869476
38848,435.633
38849,439.925751
38850,442.217163
38851,433.9141
38852,435.183777
38853,440.767456
38854,437.2912
38855,437.562683
38856,440.482117
38857,437.004517
38858,436.9034
38859,436.0296
38860,435.4788
38861,435.541321
38862,438.5306
38863,434.376648
38864,435.95752
38865,433.941
38866,431.2111
38867,433.374268
38868,430.4118
38869,429.735138
38870,432.2259
38871,431.085144
38872,423.209534
38873,426.402252
38874,427.330078
38875,424.611755
38876,425.021149
38877,421.841248
38878,421.728851
38879,423.5157
38880,424.938873
38881,422.745483
38882,424.516632
38883,420.604
38884,424.214966
38885,418.867584
38886,421.546875
38887,419.395844
38888,422.576935
38889,420.716461
38890,420.7275
38891,421.685
38892,418.815643
38893,417.249878
38894,421.911926
38895,425.171082
38896,420.6171
38897,423.611328
38898,422.75235
38899,420.586548
38900,424.1176
38901,424.413147
38902,423.2802
38903,430.8615
38904,429.566772
38905,430.158264
38906,428.45105
38907,433.0714
38908,433.0472
38909,433.206726
38910,435.399353
38911,438.6017
38912,436.378052
38913,435.423462
38914,437.066162
38915,437.5023
38916,438.6053
38917,442.8615
38918,437.752869
38919,433.659546
38920,436.898621
38921,437.9093
38922,435.53363
38923,435.592773
38924,439.142883
38925,437.7302
38926,438.921478
38927,438.15033
38928,438.470825
38929,439.330078
38930,435.13147
38931,439.1908
38932,440.231476
38933,437.027283
38934,432.304169
38935,436.400818
38936,431.8123
38937,431.4816
38938,430.0729
38939,431.686981
38940,432.03125
38941,428.820374
38942,429.67392
38943,429.79538
38944,432.529541
38945,430.57428
38946,423.286346
38947,426.5629
38948,428.955444
38949,428.557648
38950,421.9808
38951,428.061768
38952,432.1503
38953,425.049652
38954,424.47644
38955,431.2931
38956,429.205078
38957,426.4939
38958,429.110016
38959,421.3642
38960,423.986542
38961,423.744446
38962,424.5134
38963,425.27948
38964,419.9667
38965,418.891235
38966,421.371948
38967,425.6628
38968,419.7637
38969,420.0667
38970,419.380249
38971,422.737122
38972,421.99707
38973,419.189
38974,420.791962
38975,426.3835
38976,426.7864
38977,423.253723
38978,425.235046
38979,429.969452
38980,426.234253
38981,427.723175
38982,430.63147
38983,426.270264
38984,429.996643
38985,433.312164
38986,429.599579
38987,432.910156
38988,433.654938
38989,435.561646
38990,429.5168
38991,435.974854
38992,432.0794
38993,437.83255
38994,432.5838
38995,435.7909
38996,435.4209
38997,436.984039
38998,439.213745
38999,438.3854
39000,440.717468
39001,438.65802
39002,439.277771
39003,436.588654
39004,438.5371
39005,441.616882
39006,434.5354
39007,438.971069
39008,441.441071
39009,436.105927
39010,440.283051
39011,435.579376
39012,435.0799
39013,435.959442
39014,434.167847
39015,431.822784
39016,433.796143
39017,430.6952
39018,435.1762
39019,434.372253
39020,429.135681
39021,427.9534
39022,425.1667
39023,428.935852
39024,426.1732
39025,427.800842
39026,425.283661
39027,425.601746
39028,425.520935
39029,426.914337
39030,426.588684
39031,427.6929
39032,426.718079
39033,424.91217
39034,425.4612
39035,427.04483
39036,427.787842
39037,425.087646
39038,429.8677
39039,429.625275
39040,431.4808
39041,429.938019
39042,427.315582
39043,427.717621
39044,429.267151
39045,432.9289
39046,435.0234
39047,430.691681
39048,435.0088
39049,432.6965
39050,433.35498
39051,433.4972
39052,434.972137
39053,428.4465
39054,428.20224
39055,431.647125
39056,431.195251
39057,431.072144
39058,431.480347
39059,430.638062
39060,434.390961
39061,430.726471
39062,433.310547
39063,432.3863
39064,430.534363
39065,430.438171
39066,432.1697
39067,431.274139
39068,432.8288
39069,430.228027
39070,432.805664
39071,432.7273
39072,431.044037
39073,431.617432
39074,428.4875
39075,430.832428
39076,430.668823
39077,429.059052
39078,431.5436
39079,427.553436
39080,429.1771
39081,429.553131
39082,432.247681
39083,428.495361
39084,429.545471
39085,433.485962
39086,431.316223
39087,431.593231
39088,427.713379
39089,432.811981
39090,434.193329
39091,424.893616
39092,430.5799
39093,420.444427
39094,427.512238
39095,430.440369
39096,430.15274
39097,427.65033
39098,429.311676
39099,426.608643
39100,428.44162
39101,427.60614
39102,425.864655
39103,428.749359
39104,427.346954
39105,432.017242
39106,428.317657
39107,425.836273
39108,426.741638
39109,426.6005
39110,430.378265
39111,425.309
39112,431.567017
39113,426.380219
39114,431.239166
39115,431.708984
39116,427.7377
39117,429.085571
39118,426.843872
39119,426.191284
39120,426.732025
39121,431.456635
39122,430.592957
39123,424.872345
39124,429.350342
39125,433.9435
39126,434.806732
39127,430.679749
39128,425.037476
39129,431.0244
39130,427.913361
39131,427.895844
39132,432.223633
39133,430.63797
39134,436.530762
39135,437.068634
39136,427.859039
39137,431.9246
39138,432.878143
39139,428.071777
39140,432.5798
39141,435.278259
39142,431.431427
39143,433.9609
39144,431.298279
39145,436.1826
39146,434.8264
39147,432.572021
39148,434.699951
39149,430.723816
39150,432.08194
39151,427.476624
39152,429.795776
39153,430.729248
39154,429.6189
39155,434.627258
39156,429.82547
39157,429.75705
39158,431.082428
39159,427.078156
39160,428.9093
39161,426.422546
39162,426.880951
39163,427.7078
39164,432.9083
39165,428.9812
39166,429.712219
39167,429.209442
39168,428.8309
39169,430.560669
39170,429.168
39171,433.05304
39172,436.358673
39173,435.407471
39174,430.4018
39175,431.5546
39176,428.783783
39177,430.1514
39178,432.386017
39179,432.372955
39180,435.690125
39181,434.229156
39182,433.72998
39183,433.083344
39184,435.956238
39185,431.15387
39186,434.3077
39187,433.6622
39188,426.8492
39189,434.272156
39190,430.216431
39191,430.3473
39192,431.458649
39193,429.064423
39194,429.133423
39195,432.55014
39196,426.968079
39197,426.9804
39198,425.231445
39199,428.866425
39200,418.677826
39201,423.9909
39202,426.907074
39203,423.379578
39204,427.559326
